Confirmed,Country/Region,Deaths,Demised,Last Update,Province/State,Recovered,Suspected
95.0,Mainland China,,,1/28/2020 18:00,Shandong,,
9.0,China,,,1/21/2020,Shanghai,,10.0
9.0,China,,,1/22/2020 12:00,Shanghai,,10.0
16.0,Mainland China,,,1/23/20 12:00 PM,Shanghai,,22.0
20.0,Mainland China,,,1/24/2020 12:00 AM,Shanghai,,
20.0,Mainland China,,,1/24/2020 12:00 PM,Shanghai,1.0,22.0
33.0,Mainland China,,,1/25/2020 12:00 AM,Shanghai,1.0,22.0
33.0,Mainland China,,,1/25/2020 12:00 PM,Shanghai,1.0,72.0
40.0,Mainland China,1.0,,1/25/2020 12:00 PM,Shanghai,1.0,72.0
33.0,Mainland China,,,1/25/2020 12:00 PM,Shanghai,1.0,72.0
40.0,Mainland China,1.0,,1/26/2020 11:00 AM,Shanghai,1.0,72.0
53.0,Mainland China,1.0,,1/26/2020 23:00,Shanghai,1.0,
53.0,Mainland China,1.0,,1/27/2020 19:00,Shanghai,3.0,
66.0,Mainland China,1.0,,1/27/2020 20:30,Shanghai,3.0,
53.0,Mainland China,1.0,,1/27/2020 9:00,Shanghai,3.0,
66.0,Mainland China,1.0,,1/28/2020 13:00,Shanghai,4.0,
66.0,Mainland China,1.0,,1/28/2020 18:00,Shanghai,4.0,
1.0,China,,,1/22/2020 12:00,Shanxi,,
1.0,Mainland China,,,1/23/20 12:00 PM,Shanxi,,
1.0,Mainland China,,,1/24/2020 12:00 AM,Shanxi,,
1.0,Mainland China,,,1/24/2020 12:00 PM,Shanxi,,
6.0,Mainland China,,,1/25/2020 12:00 AM,Shanxi,,
6.0,Mainland China,,,1/25/2020 12:00 PM,Shanxi,,
9.0,Mainland China,,,1/25/2020 12:00 PM,Shanxi,,
6.0,Mainland China,,,1/25/2020 12:00 PM,Shanxi,,
9.0,Mainland China,,,1/26/2020 11:00 AM,Shanxi,,
13.0,Mainland China,,,1/26/2020 23:00,Shanxi,,
13.0,Mainland China,,,1/27/2020 19:00,Shanxi,,
20.0,Mainland China,,,1/27/2020 20:30,Shanxi,,
13.0,Mainland China,,,1/27/2020 9:00,Shanxi,,
20.0,Mainland China,,,1/28/2020 13:00,Shanxi,,
27.0,Mainland China,,,1/28/2020 18:00,Shanxi,,
2.0,China,,,1/21/2020,Sichuan,,1.0
5.0,China,,,1/22/2020 12:00,Sichuan,,2.0
8.0,Mainland China,,,1/23/20 12:00 PM,Sichuan,,2.0
15.0,Mainland China,,,1/24/2020 12:00 AM,Sichuan,,4.0
15.0,Mainland China,,,1/24/2020 12:00 PM,Sichuan,,4.0
28.0,Mainland China,,,1/25/2020 12:00 AM,Sichuan,,4.0
28.0,Mainland China,,,1/25/2020 12:00 PM,Sichuan,,4.0
44.0,Mainland China,,,1/25/2020 12:00 PM,Sichuan,,4.0
28.0,Mainland China,,,1/25/2020 12:00 PM,Sichuan,,4.0
44.0,Mainland China,,,1/26/2020 11:00 AM,Sichuan,,4.0
69.0,Mainland China,,,1/26/2020 23:00,Sichuan,,
69.0,Mainland China,,,1/27/2020 19:00,Sichuan,,
90.0,Mainland China,,,1/27/2020 20:30,Sichuan,,
69.0,Mainland China,,,1/27/2020 9:00,Sichuan,,
90.0,Mainland China,,,1/28/2020 13:00,Sichuan,,
90.0,Mainland China,,,1/28/2020 18:00,Sichuan,,
1.0,China,,,1/21/2020,Taiwan,,
1.0,China,,,1/22/2020 12:00,Taiwan,,
1.0,Taiwan,,,1/23/20 12:00 PM,Taiwan,,
1.0,Taiwan,,,1/24/2020 12:00 AM,Taiwan,,
3.0,Taiwan,,,1/24/2020 12:00 PM,Taiwan,,
3.0,Taiwan,,,1/25/2020 12:00 AM,Taiwan,,
3.0,Taiwan,,,1/25/2020 12:00 PM,Taiwan,,
3.0,Taiwan,,,1/25/2020 12:00 PM,Taiwan,,
3.0,Taiwan,,,1/25/2020 12:00 PM,Taiwan,,
4.0,Taiwan,,,1/26/2020 11:00 AM,Taiwan,,
4.0,Taiwan,,,1/26/2020 23:00,Taiwan,,
5.0,Taiwan,,,1/27/2020 19:00,Taiwan,,
5.0,Taiwan,,,1/27/2020 20:30,Taiwan,,
5.0,Taiwan,,,1/27/2020 9:00,Taiwan,,
8.0,Taiwan,,,1/28/2020 13:00,Taiwan,,
8.0,Taiwan,,,1/28/2020 18:00,Taiwan,,
2.0,China,,,1/21/2020,Tianjin,,
4.0,China,,,1/22/2020 12:00,Tianjin,,
4.0,Mainland China,,,1/23/20 12:00 PM,Tianjin,,
5.0,Mainland China,,,1/24/2020 12:00 AM,Tianjin,,
8.0,Mainland China,,,1/24/2020 12:00 PM,Tianjin,,
8.0,Mainland China,,,1/25/2020 12:00 AM,Tianjin,,
10.0,Mainland China,,,1/25/2020 12:00 PM,Tianjin,,
13.0,Mainland China,,,1/25/2020 12:00 PM,Tianjin,,
10.0,Mainland China,,,1/25/2020 12:00 PM,Tianjin,,
14.0,Mainland China,,,1/26/2020 11:00 AM,Tianjin,,
14.0,Mainland China,,,1/26/2020 23:00,Tianjin,,
23.0,Mainland China,,,1/27/2020 19:00,Tianjin,,
23.0,Mainland China,,,1/27/2020 20:30,Tianjin,,
22.0,Mainland China,,,1/27/2020 9:00,Tianjin,,
24.0,Mainland China,,,1/28/2020 13:00,Tianjin,,
24.0,Mainland China,,,1/28/2020 18:00,Tianjin,,
,China,,,1/22/2020 12:00,Tibet,,
,Mainland China,,,1/23/20 12:00 PM,Tibet,,
1.0,Australia,,,1/27/2020 19:00,Victoria,,
1.0,Australia,,,1/27/2020 20:30,Victoria,,
1.0,Australia,,,1/28/2020 13:00,Victoria,,
1.0,Australia,,,1/28/2020 18:00,Victoria,,
1.0,US,,,1/22/2020 12:00,Washington,,
1.0,US,,,1/23/20 12:00 PM,Washington,,
1.0,US,,,1/24/2020 12:00 AM,Washington,,
1.0,US,,,1/24/2020 12:00 PM,Washington,,
1.0,US,,,1/25/2020 12:00 AM,Washington,,
1.0,US,,,1/25/2020 12:00 PM,Washington,,
1.0,US,,,1/25/2020 12:00 PM,Washington,,
1.0,US,,,1/25/2020 12:00 PM,Washington,,
1.0,US,,,1/26/2020 11:00 AM,Washington,,
1.0,US,,,1/26/2020 23:00,Washington,,
1.0,US,,,1/27/2020 19:00,Washington,,
1.0,US,,,1/27/2020 20:30,Washington,,
1.0,US,,,1/27/2020 9:00,Washington,,
1.0,US,,,1/28/2020 13:00,Washington,,
1.0,US,,,1/28/2020 18:00,Washington,,
1.0,United States,,,1/21/2020,Washington,,
,China,,,1/22/2020 12:00,Xinjiang,,
2.0,Mainland China,,,1/23/20 12:00 PM,Xinjiang,,
2.0,Mainland China,,,1/24/2020 12:00 AM,Xinjiang,,
2.0,Mainland China,,,1/24/2020 12:00 PM,Xinjiang,,
3.0,Mainland China,,,1/25/2020 12:00 AM,Xinjiang,,
3.0,Mainland China,,,1/25/2020 12:00 PM,Xinjiang,,
4.0,Mainland China,,,1/25/2020 12:00 PM,Xinjiang,,
3.0,Mainland China,,,1/25/2020 12:00 PM,Xinjiang,,
4.0,Mainland China,,,1/26/2020 11:00 AM,Xinjiang,,
5.0,Mainland China,,,1/26/2020 23:00,Xinjiang,,
5.0,Mainland China,,,1/27/2020 19:00,Xinjiang,,
5.0,Mainland China,,,1/27/2020 20:30,Xinjiang,,
5.0,Mainland China,,,1/27/2020 9:00,Xinjiang,,
10.0,Mainland China,,,1/28/2020 13:00,Xinjiang,,
10.0,Mainland China,,,1/28/2020 18:00,Xinjiang,,
1.0,China,,,1/21/2020,Yunnan,,
1.0,China,,,1/22/2020 12:00,Yunnan,,
2.0,Mainland China,,,1/23/20 12:00 PM,Yunnan,,
2.0,Mainland China,,,1/24/2020 12:00 AM,Yunnan,,
5.0,Mainland China,,,1/24/2020 12:00 PM,Yunnan,,
5.0,Mainland China,,,1/25/2020 12:00 AM,Yunnan,,
11.0,Mainland China,,,1/25/2020 12:00 PM,Yunnan,,58.0
11.0,Mainland China,,,1/25/2020 12:00 PM,Yunnan,,58.0
11.0,Mainland China,,,1/25/2020 12:00 PM,Yunnan,,58.0
16.0,Mainland China,,,1/26/2020 11:00 AM,Yunnan,,36.0
19.0,Mainland China,,,1/26/2020 23:00,Yunnan,,
26.0,Mainland China,,,1/27/2020 19:00,Yunnan,,
26.0,Mainland China,,,1/27/2020 20:30,Yunnan,,
26.0,Mainland China,,,1/27/2020 9:00,Yunnan,,
44.0,Mainland China,,,1/28/2020 13:00,Yunnan,,
44.0,Mainland China,,,1/28/2020 18:00,Yunnan,,
5.0,China,,,1/21/2020,Zhejiang,,16.0
10.0,China,,,1/22/2020 12:00,Zhejiang,,
27.0,Mainland China,,,1/23/20 12:00 PM,Zhejiang,,
43.0,Mainland China,,,1/24/2020 12:00 AM,Zhejiang,1.0,
43.0,Mainland China,,,1/24/2020 12:00 PM,Zhejiang,1.0,
104.0,Mainland China,,,1/25/2020 10:00 PM,Zhejiang,1.0,
62.0,Mainland China,,,1/25/2020 12:00 AM,Zhejiang,1.0,
62.0,Mainland China,,,1/25/2020 12:00 PM,Zhejiang,1.0,
62.0,Mainland China,,,1/25/2020 12:00 PM,Zhejiang,1.0,
104.0,Mainland China,,,1/26/2020 11:00 AM,Zhejiang,1.0,
128.0,Mainland China,,,1/26/2020 23:00,Zhejiang,1.0,
128.0,Mainland China,,,1/27/2020 19:00,Zhejiang,1.0,
173.0,Mainland China,,,1/27/2020 20:30,Zhejiang,1.0,
128.0,Mainland China,,,1/27/2020 9:00,Zhejiang,1.0,
173.0,Mainland China,,,1/28/2020 13:00,Zhejiang,3.0,
173.0,Mainland China,,,1/28/2020 18:00,Zhejiang,3.0,
,Australia,,,1/23/20 12:00 PM,,,1.0
1.0,Australia,,,1/25/2020 12:00 AM,,,
4.0,Australia,,,1/25/2020 12:00 PM,,,
4.0,Australia,,,1/25/2020 12:00 PM,,,
4.0,Australia,,,1/25/2020 12:00 PM,,,
4.0,Australia,,,1/26/2020 11:00 AM,,,
4.0,Australia,,,1/26/2020 23:00,,,
5.0,Australia,,,1/27/2020 9:00,,,
,Brazil,,,1/23/20 12:00 PM,,,1.0
1.0,Cambodia,,,1/27/2020 19:00,,,
1.0,Cambodia,,,1/27/2020 20:30,,,
1.0,Cambodia,,,1/27/2020 9:00,,,
1.0,Cambodia,,,1/28/2020 13:00,,,
1.0,Cambodia,,,1/28/2020 18:00,,,
,Colombia,,,1/23/20 12:00 PM,,,1.0
2.0,France,,,1/24/2020 4:00 PM,,,
3.0,France,,,1/25/2020 12:00 AM,,,
3.0,France,,,1/25/2020 12:00 PM,,,
3.0,France,,,1/25/2020 12:00 PM,,,
3.0,France,,,1/25/2020 12:00 PM,,,
3.0,France,,,1/26/2020 11:00 AM,,,
3.0,France,,,1/26/2020 23:00,,,
3.0,France,,,1/27/2020 19:00,,,
3.0,France,,,1/27/2020 20:30,,,
3.0,France,,,1/27/2020 9:00,,,
3.0,France,,,1/28/2020 13:00,,,
4.0,France,,,1/28/2020 18:00,,,
1.0,Ivory Coast,,,1/27/2020 19:00,,,
,Ivory Coast,,,1/27/2020 20:30,,,
1.0,Japan,,,1/21/2020,,,
2.0,Japan,,,1/22/2020 12:00,,,
1.0,Japan,,,1/23/20 12:00 PM,,,
2.0,Japan,,,1/24/2020 12:00 AM,,,
2.0,Japan,,,1/24/2020 12:00 PM,,,
2.0,Japan,,,1/25/2020 12:00 AM,,,
2.0,Japan,,,1/25/2020 12:00 PM,,,
2.0,Japan,,,1/25/2020 12:00 PM,,,
2.0,Japan,,,1/25/2020 12:00 PM,,,
4.0,Japan,,,1/26/2020 11:00 AM,,1.0,
4.0,Japan,,,1/26/2020 23:00,,1.0,
4.0,Japan,,,1/27/2020 19:00,,1.0,
4.0,Japan,,,1/27/2020 20:30,,1.0,
4.0,Japan,,,1/27/2020 9:00,,1.0,
7.0,Japan,,,1/28/2020 13:00,,1.0,
7.0,Japan,,,1/28/2020 18:00,,1.0,
,Malaysia,,,1/23/20 12:00 PM,,,4.0
3.0,Malaysia,,,1/25/2020 12:00 AM,,,
3.0,Malaysia,	,,1/25/2020 12:00 PM,,,
3.0,Malaysia,,,1/25/2020 12:00 PM,,,
3.0,Malaysia,,,1/25/2020 12:00 PM,,,
4.0,Malaysia,,,1/26/2020 11:00 AM,,,
4.0,Malaysia,,,1/26/2020 23:00,,,
4.0,Malaysia,,,1/27/2020 19:00,,,
4.0,Malaysia,,,1/27/2020 20:30,,,
4.0,Malaysia,,,1/27/2020 9:00,,,
4.0,Malaysia,,,1/28/2020 13:00,,,
4.0,Malaysia,,,1/28/2020 18:00,,,
,Mexico,,,1/23/20 12:00 PM,,,1.0
1.0,Nepal,,,1/25/2020 12:00 AM,,,
1.0,Nepal,,,1/25/2020 12:00 PM,,,
1.0,Nepal,,,1/25/2020 12:00 PM,,,
1.0,Nepal,,,1/25/2020 12:00 PM,,,
1.0,Nepal,,,1/26/2020 11:00 AM,,,
1.0,Nepal,,,1/26/2020 23:00,,,
1.0,Nepal,,,1/27/2020 19:00,,,
1.0,Nepal,,,1/27/2020 20:30,,,
1.0,Nepal,,,1/27/2020 9:00,,,
1.0,Nepal,,,1/28/2020 13:00,,,
1.0,Nepal,,,1/28/2020 18:00,,,
,Philippines,,,1/23/20 12:00 PM,,,4.0
1.0,Singapore,,,1/23/20 12:00 PM,,,
1.0,Singapore,,,1/24/2020 12:00 AM,,,
3.0,Singapore,,,1/24/2020 12:00 PM,,,
3.0,Singapore,,,1/25/2020 12:00 AM,,,
3.0,Singapore,,,1/25/2020 12:00 PM,,,
3.0,Singapore,,,1/25/2020 12:00 PM,,,
3.0,Singapore,,,1/25/2020 12:00 PM,,,
4.0,Singapore,,,1/26/2020 11:00 AM,,,
4.0,Singapore,,,1/26/2020 23:00,,,
5.0,Singapore,,,1/27/2020 19:00,,,
5.0,Singapore,,,1/27/2020 20:30,,,
4.0,Singapore,,,1/27/2020 9:00,,,
7.0,Singapore,,,1/28/2020 13:00,,,
7.0,Singapore,,,1/28/2020 18:00,,,
1.0,South Korea,,,1/21/2020,,,
1.0,South Korea,,,1/22/2020 12:00,,,
1.0,South Korea,,,1/23/20 12:00 PM,,,
1.0,South Korea,,,1/24/2020 12:00 AM,,,
2.0,South Korea,,,1/24/2020 12:00 PM,,,
2.0,South Korea,,,1/25/2020 12:00 AM,,,
2.0,South Korea,,,1/25/2020 12:00 PM,,,
3.0,South Korea,,,1/25/2020 12:00 PM,,,
2.0,South Korea,,,1/25/2020 12:00 PM,,,
3.0,South Korea,,,1/26/2020 11:00 AM,,,
3.0,South Korea,,,1/26/2020 23:00,,,
4.0,South Korea,,,1/27/2020 19:00,,,
4.0,South Korea,,,1/27/2020 20:30,,,
4.0,South Korea,,,1/27/2020 9:00,,,
4.0,South Korea,,,1/28/2020 13:00,,,
4.0,South Korea,,,1/28/2020 18:00,,,
1.0,Sri Lanka,,,1/27/2020 19:00,,,
1.0,Sri Lanka,,,1/27/2020 20:30,,,
1.0,Sri Lanka,,,1/28/2020 13:00,,,
1.0,Sri Lanka,,,1/28/2020 18:00,,,
2.0,Thailand,,,1/21/2020,,,
2.0,Thailand,,,1/22/2020 12:00,,,
3.0,Thailand,,,1/23/20 12:00 PM,,,
4.0,Thailand,,,1/24/2020 12:00 AM,,,
5.0,Thailand,,,1/24/2020 12:00 PM,,,
5.0,Thailand,,,1/25/2020 12:00 AM,,,
7.0,Thailand,,,1/25/2020 12:00 PM,,,
7.0,Thailand,,,1/25/2020 12:00 PM,,,
7.0,Thailand,,,1/25/2020 12:00 PM,,,
8.0,Thailand,,,1/26/2020 11:00 AM,,2.0,
8.0,Thailand,,,1/26/2020 23:00,,2.0,
8.0,Thailand,,,1/27/2020 19:00,,2.0,
8.0,Thailand,,,1/27/2020 20:30,,2.0,
8.0,Thailand,,,1/27/2020 9:00,,2.0,
14.0,Thailand,,,1/28/2020 13:00,,5.0,
14.0,Thailand,,,1/28/2020 18:00,,5.0,
2.0,Vietnam,,,1/23/20 12:00 PM,,,
2.0,Vietnam,,,1/24/2020 12:00 AM,,,
2.0,Vietnam,,,1/24/2020 12:00 PM,,,
2.0,Vietnam,,,1/25/2020 12:00 AM,,,
2.0,Vietnam,,,1/25/2020 12:00 PM,,,
2.0,Vietnam,,,1/25/2020 12:00 PM,,,
2.0,Vietnam,,,1/25/2020 12:00 PM,,,
2.0,Vietnam,,,1/26/2020 11:00 AM,,,
2.0,Vietnam,,,1/26/2020 23:00,,,
2.0,Vietnam,,,1/27/2020 19:00,,,
2.0,Vietnam,,,1/27/2020 20:30,,,
2.0,Vietnam,,,1/27/2020 9:00,,,
2.0,Vietnam,,,1/28/2020 13:00,,,
2.0,Vietnam,,,1/28/2020 18:00,,,
